product,area_label,prod_label,province,dili_sign
泾河西瓜,泾河,泾河西瓜,32,1
白洋淀荷叶茶,白洋淀,荷叶茶,13,1
三河牛,,三河牛,15,1
涡阳苔干,涡阳,涡阳苔干,34,1
增福土鸡,增福,增福土鸡,50,1
燕山板栗,燕山,燕山板栗,11,1
亚沟粘豆包,亚沟,粘豆包,23,1
龙南蜂蜜,龙南,龙南蜂蜜,36,1
新岗红茶,新岗,新岗红茶,44,1
寿阳小米,寿阳,寿阳小米,14,1
祁紫菀,,祁紫菀,13,1
尤溪绿茶,尤溪,尤溪绿茶,35,1
庄浪粉条,庄浪,庄浪粉条,62,1
平遥推光漆器,平遥,推光漆器,14,1
老龙河西瓜,老龙河,西瓜,65,1
黄辣丁,,黄辣丁,51,1
舒安藠头,舒安,舒安藠头,42,1
徒河黑猪,徒河,徒河黑猪,37,1
小站稻米,,小站稻米,12,1
段园葡萄,段园,段园葡萄,34,1
珊珀湖花鲢,珊珀湖,花鲢,43,1
霍州核桃,霍州,霍州核桃,14,1
官司云雾茶,官司,云雾茶,35,1
田水铺青萝卜,,田水铺青萝卜,12,1
平定砂器,平定,平定砂器,14,1
练塘茭白,练塘,练塘茭白,31,1
白马湖青虾,白马湖,青虾,32,1
柏各庄大米,柏各庄,大米,13,1
沙河辛西瓜,沙河,辛西瓜,37,1
含山大米,含山,含山大米,34,1
平遥牛肉,平遥,平遥牛肉,14,1
临澧杂柑,临澧,临澧杂柑,43,1
城头山大米,城头山,大米,43,1
恒北早酥梨,恒北早,酥梨,32,1
邵伯菱,,邵伯菱,32,1
棠溪宝剑,棠溪,棠溪宝剑,41,1
桃源黑猪,桃源,桃源黑猪,43,1
巴林羊肉,巴林,巴林羊肉,15,1
朝那乌鸡,朝那,朝那乌鸡,64,1
瓦儿岗七星椒,瓦儿岗,七星椒,43,1
珊珀湖黑鲫,珊珀湖,黑鲫,43,1
上党连翘,上党,上党连翘,14,1
武胜金甲鲤,武胜,金甲鲤,51,1
深沪糖芋,深沪,深沪糖芋,35,1
博洛铺小米,博洛铺,小米,21,1
永济大樱桃,永济,大樱桃,14,1
泗交黑木耳,泗交,黑木耳,14,1
南丹黄牛,南丹,南丹黄牛,45,1
浦江葡萄,浦江,浦江葡萄,33,1
大黄堡鲫鱼,大黄堡,鲫鱼,12,1
屏南老酒,屏南,屏南老酒,35,1
高青雪桃,高青,高青雪桃,37,1
石堆伏梨,石堆,石堆伏梨,37,1
杨楼子湾麻油,,杨楼子湾麻油,42,1
泰宁铁皮石斛,泰宁,铁皮石斛,35,1
武穴双低油菜,武穴,双低油菜,42,1
响水大米,响水,响水大米,23,1
洪山苹果,洪山,洪山苹果,37,1
平阳寺杏鲍菇,平阳,寺杏鲍菇,37,1
三圳淮山,三圳,三圳淮山,44,1
舜皇山土猪,舜皇山,土猪,43,1
白果贡米,白果,白果贡米,52,1
罗盘山生姜,,罗盘山生姜,50,1
条山梨,,条山梨,62,1
妥乐白果,妥乐,妥乐白果,52,1
高贤老酒,高贤,高贤老酒,23,1
杞县大蒜,杞县,杞县大蒜,41,1
新民场生菜,新民场,生菜,51,1
澧县葡萄,澧县,澧县葡萄,43,1
化石各小米,化石各,小米,21,1
店子秋桃,店子,店子秋桃,37,1
煎茶竹丝茄,煎茶,竹丝茄,51,1
哈纳斯黄豆,哈纳斯,黄豆,65,1
高原梨,,高原梨,53,1
蒙顶山毛峰,蒙顶山,毛峰,51,1
潞州黄芩,潞州,潞州黄芩,14,1
徐庄板栗,徐庄,徐庄板栗,37,1
呼中偃松籽,呼中,偃松籽,23,1
复兴苹果柚,复兴,苹果柚,43,1
太西煤,,太西煤,64,1
共青城板鸭,共青城,板鸭,36,1
桃源鸡,,桃源鸡,43,1
罗浮山荔枝,罗浮山,荔枝,44,1
杜马百合,杜马,杜马百合,14,1
蒙顶山黄芽,蒙顶山,黄芽,51,1
平定荆花蜂蜜,平定,荆花蜂蜜,14,1
大叶香菜,大叶,大叶香菜,37,1
大庙香水梨,大庙,香水梨,62,1
醴陵瓷器,醴陵,醴陵瓷器,43,1
喀拉布拉桃子,,喀拉布拉桃子,65,1
庙坝白酒,庙坝,庙坝白酒,53,1
长白山人参,长白,山人参,22,1
珊珀湖草鱼,珊珀湖,草鱼,43,1
赖坊大蒜,赖坊,赖坊大蒜,35,1
太平山药,太平,太平山药,37,1
刘伶醉,,刘伶醉,13,1
陵阳西瓜,陵阳,陵阳西瓜,37,1
沙窝萝卜,沙窝,沙窝萝卜,12,1
鹤庆乾酒,鹤庆,鹤庆乾酒,53,1
昌果红土豆,昌果红,土豆,54,1
南丹黄腊李,南丹,黄腊李,45,1
芝溪玉液,芝溪,芝溪玉液,51,1
惠水大米,惠水,惠水大米,52,1
大王樱桃,大王,大王樱桃,37,1
汉寿甲鱼,汉寿,汉寿甲鱼,43,1
三井十里香酒,三井,十里香酒,13,1
丁北西芹,丁北,丁北西芹,64,1
塔耳柿子,塔耳,塔耳柿子,42,1
西邵红杏,,西邵红杏,41,1
长宁苦笋,长宁,长宁苦笋,51,1
得荣核桃,得荣,得荣核桃,51,1
茶淀玫瑰香葡萄,茶淀,玫瑰香葡萄,12,1
桃源野茶王,桃源,野茶王,43,1
怀姜,,怀姜,41,1
扁担沟苹果,扁担沟,苹果,64,1
仁风西瓜,仁风,仁风西瓜,37,1
大黄堡虾,,大黄堡虾,12,1
凉州黄白花牛,凉州,黄白花牛,62,1
楚门文旦,楚门,楚门文旦,33,1
三河马,,三河马,15,1
含眉绿茶,含眉,含眉绿茶,34,1
萝北红小豆,萝北,红小豆,23,1
永泰芙蓉李,永泰,芙蓉李,35,1
红白豆腐干,红白,豆腐干,51,1
下塘烧饼,下塘,下塘烧饼,34,1
泗水大樱桃,泗水,大樱桃,37,1
火田青枣,火田,火田青枣,35,1
唐王道口大白菜,道口,唐王大白菜,37,1
莒县葡萄,莒县,莒县葡萄,37,1
玉臂藕,,玉臂藕,43,1
新庄黄瓜,新庄,新庄黄瓜,63,1
耒阳烟叶,耒阳,耒阳烟叶,43,1
泗水大葱,泗水,泗水大葱,37,1
凯里水晶葡萄,凯里,水晶葡萄,52,1
靖远文冠果油,靖远,文冠果油,62,1
攸县豆腐,攸县,攸县豆腐,43,1
五布柚,,五布柚,50,1
小南沟桑葚,小南沟,桑葚,21,1
城前柿子,城前,城前柿子,37,1
庞各庄金把黄鸭梨,庞各庄,金把黄鸭梨,11,1
天池藕粉,天池,天池藕粉,51,1
黄渠桥羊羔肉,黄渠桥,羊羔肉,64,1
平武大红公鸡,平武,大红公鸡,51,1
合什手工面,合什,手工面,51,1
白马湖大闸蟹,白马湖,大闸蟹,32,1
福泉梨,,福泉梨,52,1
弥渡卷蹄,弥渡,弥渡卷蹄,53,1
庄河大骨鸡,庄河,大骨鸡,21,1
韩城大红袍花椒,韩城,大红袍花椒,61,1
双店百合花,双店,百合花,32,1
清化姜,,清化姜,41,1
寿光绿光苹果,寿光,绿光苹果,37,1
老鹰茶,,老鹰茶,51,1
石桥子黑木耳,,石桥子黑木耳,37,1
六盘山蚕豆,六盘山,蚕豆,64,1
贵州绿茶,贵州,贵州绿茶,52,1
九山苹果,九山,九山苹果,37,1
鱼台毛木耳,鱼台,毛木耳,37,1
松滋柑桔,松滋,松滋柑桔,42,1
北屯白斑狗鱼,北屯,白斑狗鱼,65,1
临澧黄花鱼,临澧,黄花鱼,43,1
磨坪贡茶,磨坪,磨坪贡茶,42,1
津市藠果,津市,津市藠果,43,1
妙峰山玫瑰花,妙峰山,玫瑰花,11,1
将乐竹荪,将乐,将乐竹荪,35,1
桃源大叶茶,桃源,大叶茶,43,1
新毛芋艿,新毛,新毛芋艿,32,1
桂岭蜂蜜,桂岭,桂岭蜂蜜,44,1
永福生姜,永福,永福生姜,51,1
安砂鱼,,安砂鱼,35,1
开山白毛茶,开山,白毛茶,45,1
云霄蕹菜,云霄,云霄蕹菜,35,1
红石砬小米,红石,砬小米,22,1
高青芹菜,高青,高青芹菜,37,1
萝岗甜橙,萝岗,萝岗甜橙,44,1
焦溪二花脸猪,焦溪,二花脸猪,32,1
建昌红香芋,建昌,红香芋,32,1
思茅松,,思茅松,53,1
天目湖白茶,天目湖,白茶,32,1
阳湖水蜜桃,阳湖,水蜜桃,32,1
焦溪舜溪猪肉,焦溪,舜溪猪肉,32,1
南丹椪柑,南丹,南丹椪柑,45,1
关岭黄牛,关岭,关岭黄牛,52,1
松花石砚,松花,松花石砚,22,1
羊田粉条,羊田,羊田粉条,51,1
黄果树矿泉水,黄果树,矿泉水,52,1
中垾番茄,,中垾番茄,34,1
芳林马蹄,芳林,芳林马蹄,45,1
樟树花生,樟树,樟树花生,36,1
新开河贡米,新开河,贡米,22,1
梅岭牡蛎,梅岭,梅岭牡蛎,35,1
庆元灰树花,庆元,灰树花,33,1
焦溪舜山二花脸母猪,焦溪舜山,二花脸母猪,32,1
古城酒,,古城酒,65,1
鸭溪窖酒,鸭溪,鸭溪窖酒,52,1
南丹瑶山红梨,南丹,瑶山红梨,45,1
龙阳绿萝卜,,龙阳绿萝卜,37,1
李鹊胡萝卜,李鹊,胡萝卜,37,1
洋河大曲,洋河,洋河大曲,32,1
太和胡萝卜,太和,胡萝卜,50,1
萧山萝卜干,萧山,萝卜干,33,1
大川平贝母,大川,平贝母,22,1
下傅紫菜,下傅,下傅紫菜,35,1
弥渡大蒜,弥渡,弥渡大蒜,53,1
新泰甜山楂,新泰,甜山楂,37,1
通山麻饼,通山,通山麻饼,42,1
三十岗西瓜,,三十岗西瓜,34,1
安丘蜜桃,安丘,安丘蜜桃,37,1
望谟板栗,望谟,望谟板栗,52,1
霍山黄芽,霍山,霍山黄芽,34,1
蒙顶山藏茶,蒙顶山,藏茶,51,1
松溉健康醋,,松溉健康醋,50,1
龙窖腐乳,龙窖,龙窖腐乳,43,1
柞水大红栗,柞水,大红栗,61,1
赤土土鸡,赤土,赤土土鸡,35,1
两河大蒜,两河,两河大蒜,37,1
九层山茶,九层,九层山茶,52,1
武平仙草,武平,武平仙草,35,1
郧阳乌鸡,郧阳,郧阳乌鸡,42,1
如东大米,如东,如东大米,32,1
隆林黄牛,隆林,隆林黄牛,45,1
郎溪黄金芽,郎溪,黄金芽,34,1
沙西血鳗,,沙西血鳗,35,1
前亭沙虾,前亭,前亭沙虾,35,1
前岭山药,前岭,前岭山药,37,1
嵊州香榧,嵊州,嵊州香榧,33,1
尚河苹果,尚河,尚河苹果,37,1
上关六月李,,上关六月李,52,1
博尚菜籽油,博尚,菜籽油,53,1
武当榔梅,武当,武当榔梅,42,1
天山红,,天山红,35,1
木鱼绿茶,木鱼,木鱼绿茶,42,1
曲玛弄矿泉水,曲玛弄,矿泉水,54,1
九龙口大闸蟹,九龙,口大闸蟹,32,1
石埠子草莓,石埠子,草莓,37,1
舟曲从岭藏鸡,舟曲,从岭藏鸡,62,1
巢湖白虾,巢湖,巢湖白虾,34,1
万年香沙芋艿,万年,香沙芋艿,32,1
亚布力晒烟,亚布力,晒烟,23,1
曲堤黄瓜,曲堤,曲堤黄瓜,37,1
杨林湖白莲,杨林湖,白莲,42,1
霞浦沙江牡蛎,霞浦,沙江牡蛎,35,1
民勤甘草,民勤,民勤甘草,62,1
深沪鱿鱼干,深沪,鱿鱼干,35,1
石桥子大姜,,石桥子大姜,37,1
泗阳杨树,泗阳,泗阳杨树,32,1
张亮香瓜,张亮,张亮香瓜,64,1
观音湖绿茶,观音湖,绿茶,42,1
巢湖银鱼,巢湖,巢湖银鱼,34,1
砖埠草莓,砖埠,砖埠草莓,37,1
南丹长角辣椒,南丹,长角辣椒,45,1
余姚甲鱼,余姚,余姚甲鱼,33,1
留坝猪苓,留坝,留坝猪苓,61,1
东山亲营紫菜,东山,亲营紫菜,35,1
吉阳大蒜,吉阳,吉阳大蒜,42,1
泉盛河酒,,泉盛河酒,21,1
深沪紫菜,深沪,深沪紫菜,35,1
要路沟小米,要路沟,小米,21,1
凌塔白酒,凌塔,凌塔白酒,21,1
大纵湖大闸蟹,大纵湖,大闸蟹,32,1
醴陵釉下彩瓷,醴陵,釉下彩瓷,43,1
应县胡萝卜,应县,胡萝卜,14,1
传世昆仑玉,,传世昆仑玉,63,1
洪湖再生稻米,洪湖,再生稻米,42,1
平武黄牛,平武,平武黄牛,51,1
东江鱼,,东江鱼,43,1
枋洋豆签,枋洋,枋洋豆签,35,1
五龙山葡萄,五龙山,葡萄,21,1
枞阳黑猪,枞阳,枞阳黑猪,34,1
欧家夼板栗,欧家,夼板栗,37,1
巴哈西伯绿豆,巴哈西伯,绿豆,23,1
东江湖蜜桔,东江湖,蜜桔,43,1
博兴对虾,博兴,博兴对虾,37,1
苏坂蜜柚,苏坂,苏坂蜜柚,35,1
公主屯鸡蛋,公主屯,鸡蛋,21,1
柳树泉大枣,,柳树泉大枣,65,1
虎贝黄家蒸笼,,虎贝黄家蒸笼,35,1
安定桑葚,安定,安定桑葚,11,1
垛石番茄,垛石,垛石番茄,37,1
一面坡酒花,,一面坡酒花,23,1
汝城白毛茶,汝城,白毛茶,43,1
李家户蘑菇,,李家户蘑菇,37,1
耒阳油茶,耒阳,耒阳油茶,43,1
杨家泊对虾,,杨家泊对虾,12,1
茶卡盐,,茶卡盐,63,1
道州脐橙,道州,道州脐橙,43,1
大陈黄鱼,大陈,大陈黄鱼,33,1
蒙顶山石花,蒙顶山,石花,51,1
长汀槟榔芋,长汀,槟榔芋,35,1
老河口白蛤蜊,河口,老白蛤蜊,37,1
王丕芹菜,王丕,王丕芹菜,37,1
将乐大球盖菇,将乐,大球盖菇,35,1
八卦洲芦蒿,八卦洲,芦蒿,32,1
喀纳斯蜜瓜,喀纳斯,蜜瓜,65,1
湘西椪柑,湘西,湘西椪柑,43,1
黄果树窖酒,黄果树,窖酒,52,1
景芝神酿,景芝,景芝神酿,37,1
光村沙虫,光村,光村沙虫,46,1
望海茶,,望海茶,33,1
康巴类乌齐牦牛,康巴,类乌齐牦牛,54,1
临武鸭,,临武鸭,43,1
新郑红枣,新郑,新郑红枣,41,1
醴陵鞭炮,醴陵,醴陵鞭炮,43,1
镇坪乌鸡,镇坪,镇坪乌鸡,61,1
六团红富士苹果,六团,红富士苹果,65,1
清池茶,,清池茶,52,1
临江儿菜,临江,临江儿菜,50,1
霞浦海带,霞浦,霞浦海带,35,1
缙云黄茶,缙云,缙云黄茶,33,1
云桥圆根萝卜,,云桥圆根萝卜,51,1
蓬华芥菜,蓬华,蓬华芥菜,35,1
天尊贡芽,天尊,天尊贡芽,33,1
当阳峪绞胎瓷,当阳峪,绞胎瓷,41,1
安仁葡萄,安仁,安仁葡萄,51,1
王泗白酒,王泗,王泗白酒,51,1
凌云白毫茶,凌云,白毫茶,45,1
云门陈酿酒,云门,陈酿酒,37,1
威宁芸豆,威宁,威宁芸豆,52,1
宝山苹果,宝山,宝山苹果,37,1
霞浦海参,霞浦,霞浦海参,35,1
汤麻饼,,汤麻饼,51,1
欧家夼蓝莓,欧家,夼蓝莓,37,1
静观腊梅,静观,静观腊梅,50,1
盘山磨盘柿,盘山,磨盘柿,12,1
闽北花猪,闽北,闽北花猪,35,1
南丹巴平米,南丹,巴平米,45,1
深沪巴浪脯,深沪,巴浪脯,35,1
柳山寨西瓜,,柳山寨西瓜,37,1
赤土小叶榄仁,赤土,小叶榄仁,35,1
龙泉金观音,龙泉,金观音,33,1
小海子草鱼,小海子,草鱼,65,1
洪泽荷藕,洪泽,洪泽荷藕,32,1
黑山谷樱桃,黑山谷,樱桃,50,1
出阝江青梅酒,出阝江,青梅酒,51,1
黄瓜山梨,黄瓜,黄瓜山梨,50,1
招贤桂花,招贤,招贤桂花,37,1
先锋枸杞,先锋,先锋枸杞,15,1
醴陵花炮,醴陵,醴陵花炮,43,1
沙市豆瓣酱,沙市,豆瓣酱,42,1
霍山黄大茶,霍山,黄大茶,34,1
延陵大葱,延陵,延陵大葱,41,1
唐元韭黄,唐元,唐元韭黄,51,1
红川酒,,红川酒,62,1
平和大溪米粉,平和,大溪米粉,35,1
德化黑兔,德化,德化黑兔,35,1
西宁毛长毛绒,西宁,毛长毛绒,63,1
余姚皮蛋,余姚,余姚皮蛋,33,1
道明竹编,道明,道明竹编,51,1
九尺板鸭,九尺,九尺板鸭,51,1
唐场豆腐乳,唐场,豆腐乳,51,1
平和粗鳞鱼,平和,粗鳞鱼,35,1
增城挂绿荔枝,增城,挂绿荔枝,44,1
五家户小米,,五家户小米,15,1
永济芦笋,永济,永济芦笋,14,1
善琏湖笔,善琏,善琏湖笔,33,1
扎龙鲫鱼,扎龙,扎龙鲫鱼,23,1
垦利黄河滩区小麦,垦利,黄河滩区小麦,37,1
洪泽草鸡,洪泽,洪泽草鸡,32,1
坡贡小黄姜,,坡贡小黄姜,52,1
富岗苹果,富岗,富岗苹果,13,1
长林岛金红苹果,,长林岛金红苹果,23,1
灵通七叶胆,,灵通七叶胆,35,1
蒙顶甘露,蒙顶,蒙顶甘露,51,1
五指山红茶,五指山,红茶,46,1
平和棕包梨,平和,棕包梨,35,1
马宣寨大米,马宣寨,大米,41,1
安仁蓝莓,安仁,安仁蓝莓,51,1
长泰吴田蜜薯,长泰,吴田蜜薯,35,1
南日紫菜,南日,南日紫菜,35,1
新晃侗藏红米,新晃,侗藏红米,43,1
普陀水仙花,普陀,水仙花,33,1
坦洋工夫,坦洋,坦洋工夫,35,1
兰溪小萝卜,兰溪,小萝卜,33,1
高家河苦菊,高家,河苦菊,37,1
董家花椒,董家,董家花椒,50,1
郫县豆瓣,郫县,郫县豆瓣,51,1
牛滩生姜,牛滩,牛滩生姜,51,1
二荆条辣椒,,二荆条辣椒,51,1
威宁苹果,威宁,威宁苹果,52,1
酒鬼酒,,酒鬼酒,43,1
兴凯湖大白鱼,兴凯湖,大白鱼,23,1
前亭珠蚶,,前亭珠蚶,35,1
米脂红葱,米脂,米脂红葱,61,1
仙人红薯,仙人,仙人红薯,14,1
富阳芦笋,富阳,富阳芦笋,33,1
夏家店小米,夏家店,小米,15,1
江永香姜,江永,江永香姜,43,1
梁子湖大河蟹,梁子湖,大河蟹,42,1
大田槐猪,大田,大田槐猪,35,1
通贤柚,,通贤柚,51,1
谭脉西瓜,谭脉,谭脉西瓜,44,1
富平羊奶粉,富平,羊奶粉,61,1
塔里木垦区马鹿茸,塔里木,垦区马鹿茸,65,1
漫水河百合,漫水河,百合,34,1
云崖兔,,云崖兔,51,1
六画山鸡,六画,六画山鸡,45,1
漳平青仁乌豆,漳平,青仁乌豆,35,1
石铭芋,,石铭芋,35,1
金徽酒,,金徽酒,62,1
冀村长山药,,冀村长山药,14,1
列屿巴非蛤,,列屿巴非蛤,35,1
黑山谷葡萄,黑山谷,葡萄,50,1
泗水黄牛,泗水,泗水黄牛,37,1
皖南土鸡,皖南,皖南土鸡,34,1
女山湖大闸蟹,女山湖,大闸蟹,34,1
李岗西甜瓜,李岗,西甜瓜,64,1
桃江绿茶,桃江,桃江绿茶,43,1
九华黄精,九华,九华黄精,34,1
漾濞大泡核桃,漾濞,大泡核桃,53,1
汴绣,,汴绣,41,1
九华佛茶,九华,九华佛茶,34,1
西山焦枣,西山,西山焦枣,34,1
霄坑绿茶,,霄坑绿茶,34,1
漠西大葱,漠西,漠西大葱,61,1
桂河芹菜,桂河,桂河芹菜,37,1
克里阳雪菊,克里,阳雪菊,65,1
醴陵烟花,醴陵,醴陵烟花,43,1
武平盘菜,武平,武平盘菜,35,1
吴坝大蒜,吴坝,吴坝大蒜,41,1
崇礼红薯,崇礼,崇礼红薯,41,1
大田柿花,大田,大田柿花,44,1
顶坛花椒,顶坛,顶坛花椒,52,1
平水日铸茶,,平水日铸茶,33,1
龙岗芡实,,龙岗芡实,34,1
湖父杨梅,湖父,湖父杨梅,32,1
南靖郑店菜脯汁,南靖,郑店菜脯汁,35,1
石人沟鲤鱼,石人沟,鲤鱼,23,1
四孔潍鲤,四孔,四孔潍鲤,37,1
艾玛土豆,艾玛,艾玛土豆,54,1
巴公大葱,巴公,巴公大葱,14,1
洪山樱桃,洪山,洪山樱桃,37,1
鹿鸣贡茶,鹿鸣,鹿鸣贡茶,51,1
西马房打瓜,,西马房打瓜,12,1
八集小花生,八集,小花生,32,1
涛雒芹菜,,涛雒芹菜,37,1
深沪虾仁干,深沪,虾仁干,35,1
醴陵红瓷,醴陵,醴陵红瓷,43,1
塔山石榴,塔山,塔山石榴,34,1
池河梅白鱼,池河,梅白鱼,34,1
来安花红,来安,来安花红,34,1
邵武红米,邵武,邵武红米,35,1
连环湖鳙鱼,,连环湖鳙鱼,23,1
巨淀湖泥鳅,巨淀湖,泥鳅,37,1
明光绿豆,明光,明光绿豆,34,1
安贞旌鼓,安贞,安贞旌鼓,35,1
浮桥萝卜,浮桥,浮桥萝卜,37,1
明绿御酒,,明绿御酒,34,1
白龙湖银鱼,白龙湖,银鱼,51,1
深土皱纹盘鲍鱼,,深土皱纹盘鲍鱼,35,1
平遥长山药,平遥,长山药,14,1
鸬鸟蜜梨,,鸬鸟蜜梨,33,1
寺头红香椿,寺头,红香椿,37,1
凤凰水蜜桃,凤凰,水蜜桃,32,1
龙窖酱菜,龙窖,龙窖酱菜,43,1
科尔沁肥牛肉,科尔沁,肥牛肉,15,1
黄川草莓,黄川,黄川草莓,32,1
丰台芍药,丰台,丰台芍药,11,1
峰城玉米,峰城,峰城玉米,51,1
梧桐山药,,梧桐山药,14,1
哈达铺当归,哈达铺,当归,62,1
寺头山楂,寺头,寺头山楂,37,1
黄金黑木耳,黄金,黑木耳,51,1
褒河蜜橘,褒河,褒河蜜橘,61,1
永福罗汉果,永福,罗汉果,45,1
镇湖苏绣,镇湖,镇湖苏绣,32,1
太佬山绿雪芽茶,,太佬山绿雪芽茶,35,1
万昌大米,万昌,万昌大米,22,1
老君香菇,老君,老君香菇,51,1
米城大米,米城,米城大米,51,1
上口冰果,上口,上口冰果,37,1
江永香柚,江永,江永香柚,43,1
兴凯湖大米,兴凯湖,大米,23,1
户县黄酒,户县,户县黄酒,61,1
余姚咸蛋,余姚,余姚咸蛋,33,1
蜂桶蜂蜜,蜂桶,蜂桶蜂蜜,51,1
莱州湾鲈鱼,莱州,湾鲈鱼,37,1
青草坝萝卜,,青草坝萝卜,50,1
沙县红边茶,沙县,红边茶,35,1
瑞安清明早,瑞安,清明早,33,1
兴安葡萄,兴安,兴安葡萄,45,1
镇西白萝卜,镇西,白萝卜,51,1
佛头寺黑陶,佛头,寺黑陶,37,1
蜀宣花牛,蜀宣,蜀宣花牛,51,1
大家洼盐田卤虫,大家洼,盐田卤虫,37,1
江永香芋,江永,江永香芋,43,1
临水酒,,临水酒,34,1
观音豆干,观音,观音豆干,51,1
古宅大蒜,古宅,古宅大蒜,35,1
正定马家卤鸡,正定,马家卤鸡,13,1
黄香沟鸡,,黄香沟鸡,62,1
任市板鸭,任市,任市板鸭,51,1
东柳醪糟,东柳,东柳醪糟,51,1
南日鲍鱼,南日,南日鲍鱼,35,1
古辣香米,古辣,古辣香米,45,1
观音阁花生,观音阁,花生,44,1
漆碑茶,,漆碑茶,51,1
花官蒜薹,花官,花官蒜薹,37,1
竹溪豆腐乳,竹溪,豆腐乳,42,1
湘山酒,,湘山酒,45,1
萝岗糯米糍,萝岗,糯米糍,44,1
武平青皮冬瓜,武平,青皮冬瓜,35,1
街河市辣椒,街河市,辣椒,42,1
九山板栗,九山,九山板栗,37,1
洪湖莲子,洪湖,洪湖莲子,42,1
兰溪杨梅,兰溪,兰溪杨梅,33,1
黄河口蜜桃,河口,黄蜜桃,37,1
查哈阳大米,查哈阳,大米,23,1
庄河蓝莓,庄河,庄河蓝莓,21,1
张家界椪柑,张家界,椪柑,43,1
双湾食葵,双湾,双湾食葵,62,1
稷山板枣,稷山,稷山板枣,14,1
平和青花瓷,平和,青花瓷,35,1
落别樱桃,落别,落别樱桃,52,1
交城骏枣,交城,交城骏枣,14,1
五井黑山羊,五井,黑山羊,37,1
羊口虾酱,羊口,羊口虾酱,37,1
带子盐水虾,带子,盐水虾,32,1
蒙顶山茶,顶山,蒙顶山茶,51,1
平乐茨菇,平乐,平乐茨菇,45,1
大雷黄泥拱笋,,大雷黄泥拱笋,33,1
羊口咸蟹子,羊口,咸蟹子,37,1
洪山紫菜苔,洪山,紫菜苔,42,1
交城梨枣,交城,交城梨枣,14,1
五彩金花酿,,五彩金花酿,45,1
龙滩珍珠李,龙滩,珍珠李,45,1
化石戈小米,化石戈,小米,21,1
金塘李,,金塘李,33,1
剑南春,,剑南春,51,1
灵石荆条蜂蜜,灵石,荆条蜂蜜,14,1
松林桃,,松林桃,51,1
唐布拉黑蜂蜂蜜,,唐布拉黑蜂蜂蜜,65,1
婺源绿茶,婺源,婺源绿茶,36,1
曾家山土鸡,曾家,山土鸡,51,1
南靖金线莲,南靖,金线莲,35,1
安吉白茶,安吉,安吉白茶,33,1
沙西泥蚶,,沙西泥蚶,35,1
下河金枣,下河,下河金枣,35,1
板桥党参,板桥,板桥党参,42,1
梭筛桃,,梭筛桃,52,1
永泰绿茶,永泰,永泰绿茶,35,1
连城红衣花生,连城,红衣花生,35,1
丰城冻米糖,丰城,冻米糖,36,1
清徐沙金红杏,清徐,沙金红杏,14,1
沙底辣椒,沙底,沙底辣椒,61,1
樟村浙贝,樟村,樟村浙贝,33,1
祁县酥梨,祁县,祁县酥梨,14,1
北景柿子,北景,北景柿子,14,1
珍宝岛大米,珍宝岛,大米,23,1
房县核桃,房县,房县核桃,42,1
唐古拉牦牛,唐古拉,牦牛,63,1
清原马鹿茸,清原,马鹿茸,21,1
三块石大果榛子,三块,石大果榛子,21,1
镇湖刺绣,镇湖,镇湖刺绣,32,1
信都红瓜子,信都,红瓜子,45,1
平和夫人李,平和,夫人李,35,1
老河口白蛤,河口,老白蛤,37,1
